Tweets,Decision
@mattyglesias @speakerryan @mike_pence @housegop i wish there were one  one single lib male who wasnt an effeminate asshat. #neverhappening,Yes
#tunisian well merkel keep kissing the asses of the muslims and they well keep killing your people ' https://t.co/gmbygoagwm,No
because classy is grabbing them by the pussy  right? fucktard. https://t.co/xx30uwmbce,No
@realdonaldtrump can this douchebag be any more of a  narcissist??? you can't hate the asshat enough. #uniteblueƒ https://t.co/obh9vh405v,Yes
sounds like asswipe duterte wants isis  in mindanao. fuck him &amp; fuck the  phillipines @csdickey @kimdozier @thedailybeast @lennoxsamuels,No
rt @nancyarkell: cold comfort  i know...but idiot tyrant clowns like drumpf always get their asses kicked in the end. hope karma is swift fƒ,No
@funder  now what ... lets see what trump and the republicans are made of  if they show their asses.  america or russia?,Yes
@realdonaldtrump cheeto jesus  your the cocksucker who started it!!! you fucking waste of good air,No
@tailsfox88 carl's been an asshat since birth. he ran against cuomo in 2012 for governor and got roflstomped.,Yes
correction: asses of evil.  #theresistance #nevertrump #uglycheetoface #heisaclown #notmypresident #hillarywon https://t.co/aogrqsiaph,No
"@potus @realdonaldtrump  sad that we need new rules just because of this asshat and his deplorable ""fans"". no politƒ https://t.co/tqzjrzgksk",Yes
@parkermolloy @realdonaldtrump he is obsessed about it? why can't you liberals accept that he kicked your asses,No
@realdonaldtrump no it wasn't u fucktard - now we are on the verge of a nuclear arms race because of your ego - you're and idiot please quit,Yes
@cia blither yourselves to death is what your doing. thinking your nuke threats will recover your useless asses.,No
@foxbusiness @foxnews @realdonaldtrump that's because on fucktard his money goodbye people on he found out he shit,Yes
the only ass is fuckhead obama https://t.co/sifpcuedil,Yes
@abfalecbaldwin @youtube alec baldwin is a washed up  no good shithead!  i would love to shit on his face after trump wins 2 terms!  fuck u!,Yes
@kkkengland obama and powell sure turned on your asses with their bugs. you trust a nigger??,No
rt @bioiuminiscence: asshat: global warming isn't real ppl: we are literally being flooded by rising sea levels all scientists: it's real!!ƒ,Yes
rt @fortrump: let's start voting these democrats against #maga out of office.  let's run their asses out #draintheswamp,No
"we...""have to vote""...why?we pay taxes out of our asses so the govermant can dine on our bill....yet they get richer from ""votes"" privilege",No
life long dem here. @darbykathleen is absolutely correct!! establishment dems need to get heads out of asses! a. fuƒ https://t.co/ux6yv8v9kr,Yes
stop for a moment and witness the asshat that is president-elect spout off on twitter about his random thoughts. __this__is__not__normal.,Yes
#newdramainkashmir indian government is again planning a false flag to save their own asses https://t.co/vi91firejy,No
@syjustice @teamtrumpaz trashed trump to save their asses from paying taxes  insurance,No
reading note: i don't take over your school  i donald trump your fucking asses with my intellect.... you thirsty... https://t.co/ucuc6l3wex,No
@realfurredreich @shabbosshekels @stefanmolyneux get your heads out of your asses. anything more and trump wouldn't be president.,Yes
rt @michaeleddy6: @joncampbellgan @yarosisnancy paladino's an asswipe. plans to run again in ny state. might as well take campaign $ and buƒ,No
"@davidgmcafee @realdonaldtrump ""atheist answers"" aka ""dumb fuck.""",Yes
@johnkerry suck @potus dick asshat,No
i really fucked my sleeping schedule. i sleep in increments of 3 hours throughout the day im so screwed,No
#girl gets fucked in public collage sex parties,No
#sexy fucked adult gift shop https://t.co/yhcb3ohjxg,No
@badguymcfly we all fucked up smh,No
beautiful trap babe with perfect body gets fucked https://t.co/sy4zun1hfd,No
#korean females getting fucked guy sticks head in girls pussy,No
plumpy bitches getting fucked all out at the bar https://t.co/mr0lmoz8xy,No
she a thot pocket fucked her on my couch down in atlanta,No
and this is why i'm fucked up lol https://t.co/im3cjqit9z,No
white girl get fucked by big black dicks https://t.co/7ujfjb4syz,No
girl fucking dick #hot girl getting fucked by machine free https://t.co/qi8gtxerew,No
what to say while having sex #fucked up porn https://t.co/jsazwxjadn,No
when you rlly know exols are fucked up https://t.co/vgc8ckyg9a,No
rt @cozyboyslate: i fucked her  i boned her,No
big ass fat ebony slut fucked by a bbc https://t.co/c4l1na8psv,No
videos xxx&gt;&gt;&gt; amateur latina sofia nix big tits fucked hardcore 4 https://t.co/ragsykzzmq,No
#wemon getting fucked sexy girls dancing in music videos,No
@thephunion makes it sound like he nails it. it's a good fucked up to be.,No
big black tits slut ebony fucked https://t.co/8liojw3h4l,No
yeah that's me because expressing feelings get you in fucked up situations__ https://t.co/chlsw0igig,No
i fucked up huhuhu,No
#sexy beach butts foot fucked girl https://t.co/fbzrrejcpa,No
college teen fucked in ass by bf dorm room https://t.co/3hqa0hcmrq,No
it's gon be a hell of a day when the ones who turned on us realize they fucked up.,No
ladyboy slut many fucked bareback https://t.co/r0o1joboqg,No
#2017in3words already fucked up,No
i really fucked with code lyoko __,No
ass fucked cuban italian submissive https://t.co/miz5gyr3cs,No
i think i fucked up again ____,No
spandex fucked sex pics https://t.co/y2oxox9bs4,No
what did you do? have you fucked this all up even more?,No
our generation is fucked up when it comes to trust  loyalty &amp; relationship.,No
#heather graham fucked sex scene from forgetting sarah marshall https://t.co/lxxpjpn4j1,No
@tatttiiii_ you got me fucked uo bitch ft me foh,No
horny hot babe carmen caliente getting fucked https://t.co/csqanbxtfb,No
sweet girl getting fucked and getting cummed on https://t.co/ybhw1levdy,No
#little naked fucked beautiful nude russian women,No
rt @aayylmao: i'm so fuckin fucked fuck up as af fucking fuck af damn!!!!,No
asian amateur gets tied and fucked hardcore https://t.co/dj3x3rtfey,No
i want jotaro to get fucked by everyone in the family tree god,No
sleeping asses fucked hot teen https://t.co/lr677l1iao,No
rt @kimr912: back to school tomorrow really got me alllll the way fucked up,No
my sleeping schedule has been so fucked up these past few nights,No
beauteous highdef babe getting fucked https://t.co/6ha0ccbsh1,No
rt @therealkvng__: my attitude is so fucked up like bitch you could ask me anything and that shit just come out of nowhere __,No
damn the amapola really fucked all these people over with that nasty ass masa &amp; tamales ____,No
@eamytak i lived 2.5 hours from ames and i forgot something once and i learned quick that i fucked up big time hahahaha,No
#busty #bigboob #bigtit #boobs #tits #pussy ??? #porn #adult : enhanced boobs trinity st clair fucked by... https://t.co/vtvnrbh9dn,No
rt @garrettmerk: this project isn't about food. this project is about my life. this project is about a fucked up situation that i turned inƒ,No
#free movies of women being fucked video of my wife having sex https://t.co/fiktywbu9g,No
@_ttruong yo  that's fucked up,No
#mature woman nude pics sexy married girls fucked hard https://t.co/yfyyi5eauf,No
cute coed katie summers gets her tight twat fucked https://t.co/ob5yjlhiuu,No
slutty petite cleo gets her pussy fucked https://t.co/a2ugrisljk,No
been through shit  seen some shit  fucked up some shit  its life move tf on,No
rt @livelikekris: when they got you fucked up https://t.co/2iykkw4bjj,No
@splash_godd it's only right bro! they got us fucked up,No
coed fucked teen,No
#cuckold yong blonde girl was cruelly fucked - porn tube https://t.co/rzuogknixs,No
@prettykyrha tryanna get fucked up,No
@charlie_xox_ @lukepjrobo oh god we're actually fucked luke,No
#teen dutch pornstar fucked in the army full free online porn movies https://t.co/5ikgulnmxp,No
getting fucked gay https://t.co/tl5bf1fntw,No
rt @karlebdane: well fucked. __,No
big ass brunette alexa nicole sucked cock and get fucked https://t.co/ogskmdldc6,No
this is fucked up  if a dude took me to go see the new star wars movie i'd do him??? https://t.co/rfg9jilmuw,No
sleepimg girls getting fucked pics #viedo sex art https://t.co/bjwp3xnjmy,No
latin chick blowing cock and fucked doggy style  (ggrad) https://t.co/dv3x6lgwk7,No
i slept for 2 hours and i haven't gone back to sleep. i'm so fucked for this 13 hr shift https://t.co/elgvtlqnai,No
hide and seek porn #emo girls getting fucked and screaming https://t.co/ebrmztikf6,No
#flat chested teen fucked hairy guys fucking,No
rt @gregandana: do you miss me like i miss you? fucked around and got attatched to you   i'm sobbing i hate this song,No
#oldgranny #momsfucking #saggytits #pissflaps: busty black hared bitch mariah milano gets doggy fucked ahrd https://t.co/vuu4ygolu5,No
if only u knew how fucked up i was before u replied,No
girl pornstarts being fucked #lpga nude pics https://t.co/wxprq6opky,No
this is actually so fucked https://t.co/c3j13wyc5z,No
big indian woman getting fucked https://t.co/ekmhn6ztod,No
brunnette babe flashes tits and gets fucked at office https://t.co/qulcsezqfp,No
have you fucked hannah? „ been a virgin still a virgin  https://t.co/2d7n3n3eqh,No
#teenage country chicks getin fucked blackmale sex,No
#anal gaping sex fucked by a monkey,No
"@delta you call kicking people who are speaking their native tongue out as ""treating others with respect""??? you're fucked #boycottdelta",No
#little daughter fucked xxx sexting pictures https://t.co/y1l6bqbgfh,No
no idea why this posted where it did.  that's fucked up they stole the breathing tubes for the oxygen machine my landlord gave me.,No
#close up granny pussy iraq girl fucked https://t.co/xim10pkzwu,No
tied to trees getting fucked https://t.co/a3091fzlwk,No
i'm just trying to get fucked up on new years.. __,No
glorious hentai getting fucked on the floor https://t.co/xakiv5q0wd,No
#naked girls of austria fucked free anime porn pics https://t.co/r4yrxsyh1f,No
